IMDB Data Dump ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Current IMDB data is available at https://www.imdb.com/interfaces/,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
DATA BEGINS BELOW:,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
director name,num_critic_for_reviews,duration,director_facebook likes,actor_3 facebook_likes,actor_2_name,actor_1 facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie facebook_likes
Joe Johnston,510.0,124.0,394,2000,Dominic Cooper,11000,176636816,Action,Chris Evans,Captain America: The First Avenger,508818,19761,Hayley Atwell,0,679,English,USA,PG-13,140000000,2011,3000,6.9,2.35,46000
Michael Apted,197.0,128.0,150,244,Maria Grazia Cucinotta,766,126930660,Action,Colin Salmon,The World Is Not Enough,157519,2037,Desmond Llewelyn,2,683,English,UK,PG-13,135000000,1999,536,6.4,2.35,2000
Peter Weir,244.0,138.0,608,168,Lee Ingleby,613,93926386,Action,James D'Arcy,Master and Commander: The Far Side of the World,168207,1205,David Threlfall,1,684,English,USA,PG-13,150000000,2003,172,7.4,2.35,0
Bill Condon,322.0,115.0,386,12000,Kristen Stewart,21000,292298923,Adventure,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2,185394,59177,Taylor Lautner,3,329,English,USA,PG-13,120000000,2012,17000,5.5,2.35,65000
George Miller,156.0,100.0,750,988,Brad Pitt,49000,63992328,Animation,Robin Williams,Happy Feet 2,32399,62644,Common,0,79,English,Australia,PG,135000000,2011,11000,5.9,2.35,0
Louis Leterrier,354.0,135.0,255,882,Peter Mensah,3000,134518390,Action,Ty Burrell,The Incredible Hulk,326286,5811,William Hurt,0,643,English,USA,PG-13,150000000,2008,1000,6.8,2.35,0
Steven Spielberg,252.0,117.0,14000,358,Penelope Wilton,535,52792307,Adventure,Mark Rylance,The BFG,12572,1950,Rafe Spall,0,106,English,UK,PG,140000000,2016,400,6.8,2.35,27000
David Soren,166.0,96.0,13,463,Snoop Dogg,16000,83024900,Adventure,Ryan Reynolds,Turbo,62424,17416,Ben Schwartz,0,90,English,USA,PG,135000000,2013,881,6.5,2.35,13000
Gore Verbinski,362.0,107.0,563,939,Ray Winstone,40000,123207194,Adventure,Johnny Depp,Rango,183208,43291,Stephen Root,0,337,English,USA,PG,135000000,2011,1000,7.2,2.35,26000
Eric Darnell,153.0,92.0,35,179,Annet Mahendru,19000,83348920,Adventure,Benedict Cumberbatch,Penguins of Madagascar,60230,19963,Andy Richter,0,118,English,USA,PG,132000000,2014,411,6.7,1.85,11000
Paul Greengrass,329.0,115.0,521,883,Edgar Ram�rez,13000,227137090,Action,Matt Damon,The Bourne Ultimatum,491077,17369,Albert Finney,0,820,English,USA,PG-13,110000000,2007,897,8.1,2.35,0
Mark Osborne,266.0,92.0,54,562,Wayne Knight,11000,215395021,Action,Angelina Jolie Pitt,Kung Fu Panda,307029,12754,Dan Fogler,0,360,English,USA,PG,130000000,2008,967,7.6,2.35,6000
Peyton Reed,517.0,117.0,235,680,Hayley Atwell,2000,180191634,Action,Judy Greer,Ant-Man,313866,5730,T.I.,6,549,English,USA,PG-13,130000000,2015,2000,7.4,1.85,61000
Francis Lawrence,502.0,146.0,508,523,Josh Hutcherson,34000,424645577,Adventure,Jennifer Lawrence,The Hunger Games: Catching Fire,498397,49355,Sandra Ellis Lafferty,1,706,English,USA,PG-13,130000000,2013,14000,7.6,2.35,82000
Tim Johnson,165.0,94.0,12,183,Matt Jones,17000,177343675,Adventure,Jim Parsons,Home,70121,17883,April Winchell,0,214,English,USA,PG,135000000,2015,523,6.7,1.85,26000
Steven Spielberg,401.0,116.0,14000,807,Lisa Ann Walter,10000,234277056,Adventure,Tom Cruise,War of the Worlds,334345,12758,Rick Gonzalez,0,2741,English,USA,PG-13,132000000,2005,1000,6.5,1.85,0
Chris Miller,246.0,90.0,50,397,Constance Marie,4000,149234747,Action,Salma Hayek,Puss in Boots,114287,5046,Amy Sedaris,0,137,English,USA,PG,130000000,2011,442,6.7,2.35,16000
Phillip Noyce,330.0,101.0,176,282,Andre Braugher,11000,118311368,Action,Angelina Jolie Pitt,Salt,245621,12406,August Diehl,1,514,English,USA,PG-13,110000000,2010,702,6.4,2.35,23000
Steven Spielberg,440.0,107.0,14000,845,Mackenzie Crook,2000,77564037,Action,Toby Jones,The Adventures of Tintin,177383,4631,Tony Curran,1,447,English,USA,PG,135000000,2011,871,7.4,2.35,44000
Baz Luhrmann,245.0,165.0,1000,165,Bryan Brown,309,49551662,Adventure,Essie Davis,Australia,102338,921,Eddie Baroo,0,450,English,Australia,PG-13,130000000,2008,284,6.6,2.35,0
Shawn Levy,154.0,98.0,189,1000,Rami Malek,49000,113733726,Adventure,Robin Williams,Night at the Museum: Secret of the Tomb,67223,53587,Steve Coogan,7,126,English,USA,PG,127000000,2014,3000,6.2,1.85,11000
Tom McGrath,233.0,95.0,96,8000,Brad Pitt,24000,148337537,Action,J.K. Simmons,Megamind,172754,46120,Will Ferrell,3,187,English,USA,PG,130000000,2010,11000,7.3,2.35,13000
Robert Schwentke,208.0,96.0,124,1000,Jeff Bridges,16000,33592415,Action,Ryan Reynolds,R.I.P.D.,91640,31549,Stephanie Szostak,2,210,English,USA,PG-13,130000000,2013,12000,5.6,2.35,20000
Gore Verbinski,271.0,143.0,563,1000,Orlando Bloom,40000,305388685,Action,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,809474,48184,Jack Davenport,3,2113,English,USA,PG-13,140000000,2003,5000,8.1,2.35,10000
Francis Lawrence,403.0,123.0,508,14000,Philip Seymour Hoffman,34000,337103873,Adventure,Jennifer Lawrence,The Hunger Games: Mockingjay - Part 1,305008,81385,Josh Hutcherson,1,591,English,USA,PG-13,125000000,2014,22000,6.7,2.35,52000
Ron Howard,294.0,174.0,2000,362,Seth Gabel,15000,217536138,Mystery,Tom Hanks,The Da Vinci Code,314253,16008,J�rgen Prochnow,2,1966,English,USA,PG-13,125000000,2006,574,6.6,2.35,0
Carlos Saldanha,159.0,101.0,107,56,Rachel Crow,688,131536019,Adventure,Miguel Ferrer,Rio 2,58498,1031,Jeffrey Garcia,0,99,English,USA,G,103000000,2014,237,6.4,2.35,0
Justin Lin,342.0,132.0,681,12000,Vin Diesel,23000,209805005,Action,Paul Walker,Fast Five,284792,55345,Dwayne Johnson,3,366,English,USA,PG-13,125000000,2011,14000,7.3,2.35,54000
Louis Leterrier,344.0,106.0,255,850,Jason Flemyng,14000,163192114,Action,Liam Neeson,Clash of the Titans,229679,18003,Alexa Davalos,0,637,English,USA,PG-13,125000000,2010,1000,5.8,2.35,15000
Paul Verhoeven,196.0,113.0,719,217,Rachel Ticotin,605,119412921,Action,Ronny Cox,Total Recall,240241,1441,Marshall Bell,0,391,English,USA,R,65000000,1990,308,7.5,1.85,0
John McTiernan,85.0,102.0,323,241,Vladimir Kulich,845,32694788,Action,Tony Curran,The 13th Warrior,101411,1815,Clive Russell,1,546,English,USA,R,85000000,1999,372,6.6,2.35,0
Tony Gilroy,436.0,135.0,209,602,Scott Glenn,10000,113165635,Action,Jeremy Renner,The Bourne Legacy,229823,12175,Stacy Keach,0,504,English,USA,PG-13,125000000,2012,826,6.7,2.35,31000
Joel Schumacher,183.0,125.0,541,409,Vivica A. Fox,920,107285004,Action,Michael Gough,Batman & Robin,189855,2699,John Glover,3,1018,English,USA,PG-13,125000000,1997,890,3.7,1.85,0
Ron Howard,175.0,110.0,2000,636,T.J. Thyne,1000,260031035,Comedy,Clint Howard,How the Grinch Stole Christmas,141414,4146,Molly Shannon,0,482,English,USA,PG,123000000,2000,722,6.0,1.85,0
Roland Emmerich,239.0,124.0,776,812,Dennis Quaid,15000,186739919,Action,Jake Gyllenhaal,The Day After Tomorrow,333248,20553,Sela Ward,0,1159,English,USA,PG-13,125000000,2004,2000,6.4,2.35,19000
John Woo,237.0,123.0,610,653,Dougray Scott,10000,215397307,Action,Tom Cruise,Mission: Impossible II,242188,11930,Richard Roxburgh,0,1426,English,USA,PG-13,125000000,2000,794,6.1,2.35,0
Wolfgang Petersen,231.0,130.0,249,461,Mary Elizabeth Mastrantonio,784,182618434,Action,Karen Allen,The Perfect Storm,133076,2684,Bob Gunton,0,779,English,USA,PG-13,140000000,2000,638,6.4,2.35,0
Tim Story,262.0,92.0,167,702,Ioan Gruffudd,11000,131920333,Action,Chris Evans,Fantastic 4: Rise of the Silver Surfer,213275,15302,Andre Braugher,3,436,English,USA,PG,130000000,2007,2000,5.6,2.35,0
Mark Steven Johnson,276.0,123.0,160,402,Matt Long,12000,115802596,Action,Nicolas Cage,Ghost Rider,182661,14017,Peter Fonda,1,681,English,USA,PG-13,110000000,2007,701,5.2,2.35,0
Paul Greengrass,267.0,123.0,521,265,Riz Ahmed,13000,108521835,Action,Matt Damon,Jason Bourne,40123,13752,Ato Essandoh,0,297,English,UK,PG-13,120000000,2016,365,7.1,2.35,31000
McG,102.0,107.0,368,1000,Bernie Mac,2000,100685880,Action,Demi Moore,Charlie's Angels: Full Throttle,100821,4046,Justin Theroux,0,554,English,USA,PG-13,120000000,2003,1000,4.8,2.35,0
Rob Minkoff,71.0,77.0,50,537,Brad Garrett,886,64736114,Adventure,Nathan Lane,Stuart Little 2,36471,2682,Melanie Griffith,0,69,English,USA,PG,120000000,2002,799,5.4,1.85,459
Neill Blomkamp,476.0,109.0,662,1000,Sharlto Copley,13000,93050117,Action,Matt Damon,Elysium,338087,17689,Alice Braga,0,814,English,USA,R,115000000,2013,2000,6.6,2.35,61000
David Twohy,207.0,134.0,123,567,Alexa Davalos,14000,57637485,Action,Vin Diesel,The Chronicles of Riddick,183909,17159,Christina Cox,0,666,English,USA,PG-13,105000000,2004,850,6.7,2.35,0
Jos� Padilha,492.0,117.0,294,1000,Abbie Cornish,10000,58607007,Action,Gary Oldman,RoboCop,182899,14161,Jennifer Ehle,0,630,English,USA,PG-13,100000000,2014,2000,6.2,2.35,60000
James L. Brooks,168.0,121.0,274,157,Domenick Lombardozzi,273,30212620,Comedy,Shelley Conn,How Do You Know,35066,993,Teyonah Parris,4,196,English,USA,PG-13,120000000,2010,216,5.3,1.85,0
James Mangold,283.0,117.0,446,877,Marc Blucas,10000,76418654,Action,Tom Cruise,Knight and Day,148280,12731,Jordi Moll�,0,348,English,USA,PG-13,117000000,2010,973,6.3,2.35,11000
Joseph Kosinski,539.0,124.0,364,1000,Tom Cruise,11000,89021735,Action,Morgan Freeman,Oblivion,387436,22004,Zo� Bell,0,892,English,USA,PG-13,120000000,2013,10000,7.0,2.35,71000
James Mangold,440.0,138.0,446,929,Tao Okamoto,20000,132550960,Action,Hugh Jackman,The Wolverine,328067,23755,Rila Fukushima,1,533,English,USA,PG-13,120000000,2013,992,6.7,2.35,68000
Kirk De Micco,257.0,98.0,16,12000,Emma Stone,16000,187165546,Adventure,Ryan Reynolds,The Croods,150618,43286,Nicolas Cage,3,195,English,USA,PG,135000000,2013,15000,7.3,2.35,28000
John Woo,152.0,153.0,610,617,Roger Willie,12000,40911830,Action,Nicolas Cage,Windtalkers,55994,15046,Noah Emmerich,0,454,English,USA,R,115000000,2002,836,6.0,2.35,0
Cedric Nicolas-Troyan,231.0,120.0,19,9000,Sam Claflin,26000,47952020,Action,Chris Hemsworth,The Huntsman: Winter's War,37750,46719,Charlize Theron,2,134,English,USA,PG-13,115000000,2016,11000,6.1,2.35,16000
Jonathan Liebesman,348.0,101.0,473,429,Danny Woodburn,833,190871240,Action,Noel Fisher,Teenage Mutant Ninja Turtles,167085,2690,Jeremy Howard,0,491,English,USA,PG-13,125000000,2014,809,5.9,2.35,62000
Roger Donaldson,93.0,108.0,79,268,Grant Heslov,650,67155742,Action,Jamie Ren�e Smith,Dante's Peak,62271,1569,Tzi Ma,1,277,English,USA,PG-13,116000000,1997,293,5.8,2.35,0
Josh Trank,369.0,100.0,128,78,Reg E. Cathey,596,56114221,Action,Tim Blake Nelson,Fantastic Four,110486,1261,Tim Heidecker,3,695,English,USA,PG-13,120000000,2015,360,4.3,2.35,41000
Shawn Levy,179.0,108.0,189,1000,Rami Malek,49000,250863268,Action,Robin Williams,Night at the Museum,234480,55486,Steve Coogan,2,444,English,USA,PG,110000000,2006,3000,6.4,1.85,3000
Brad Peyton,358.0,114.0,62,884,Ioan Gruffudd,12000,155181732,Action,Dwayne Johnson,San Andreas,147497,16718,Archie Panjabi,0,499,English,USA,PG-13,110000000,2015,2000,6.1,2.35,52000
Roger Spottiswoode,160.0,119.0,55,387,Colin Salmon,811,125332007,Action,Vincent Schiavelli,Tomorrow Never Dies,149680,2958,Joe Don Baker,3,328,English,UK,PG-13,110000000,1997,766,6.5,2.35,0
Roland Emmerich,192.0,142.0,776,1000,Adam Baldwin,13000,113330342,Action,Heath Ledger,The Patriot,207613,19454,Tom Wilkinson,1,1144,English,USA,R,110000000,2000,2000,7.1,2.35,4000
Doug Liman,233.0,126.0,218,322,Angelina Jolie Pitt,11000,186336103,Action,Brad Pitt,Mr. & Mrs. Smith,348861,22722,Stephanie March,2,798,English,USA,PG-13,120000000,2005,11000,6.5,2.35,0
Robert Schwentke,263.0,119.0,124,1000,Theo James,14000,129995817,Adventure,Kate Winslet,Insurgent,154621,22622,Mekhi Phifer,0,258,English,USA,PG-13,110000000,2015,5000,6.3,2.35,27000
Martin Scorsese,267.0,170.0,17000,827,Adam Scott,29000,102608827,Biography,Leonardo DiCaprio,The Aviator,264318,34582,Frances Conroy,0,799,English,USA,PG-13,110000000,2004,3000,7.5,2.35,0
Rob Letterman,184.0,85.0,11,116,Catherine Tate,480,42776259,Adventure,James Corden,Gulliver's Travels,53160,1173,Olly Alexander,1,121,English,USA,PG,112000000,2010,392,4.9,2.35,0
Michel Gondry,447.0,119.0,1000,741,Tom Wilkinson,11000,98780042,Action,Christoph Waltz,The Green Hornet,136019,13391,Chad L. Coleman,0,443,English,USA,PG-13,120000000,2011,1000,5.8,2.35,14000
Noam Murro,366.0,102.0,263,1000,Sullivan Stapleton,6000,106369117,Action,Eva Green,300: Rise of an Empire,225273,10583,Peter Mensah,0,523,English,USA,R,110000000,2014,1000,6.2,2.35,71000
Raja Gosnell,172.0,103.0,67,111,Tim Gunn,383,142614158,Adventure,Mahadeo Shivraj,The Smurfs,66593,692,Madison McKinley,3,153,English,USA,PG,110000000,2011,113,5.5,1.78,31000
Will Finn,104.0,76.0,6,421,Roseanne Barr,12000,50026353,Animation,Steve Buscemi,Home on the Range,13581,13607,G.W. Bailey,0,88,English,USA,PG,110000000,2004,513,5.4,1.78,304
Robert Schwentke,181.0,120.0,124,943,Theo James,6000,66002193,Action,Naomi Watts,Allegiant,44296,12452,Zo� Kravitz,3,144,English,USA,PG-13,110000000,2016,5000,5.8,2.35,12000
Shawn Levy,327.0,127.0,189,544,Torey Michael Adkins,20000,85463309,Action,Hugh Jackman,Real Steel,254841,22254,Olga Fonda,1,426,English,USA,PG-13,110000000,2011,929,7.1,2.35,36000
Raja Gosnell,125.0,105.0,67,40,Nancy O'Dell,681,71017784,Adventure,Jacob Tremblay,The Smurfs 2,27257,914,Vanessa Matsui,3,59,English,USA,PG,105000000,2013,71,5.4,1.85,0
Jan de Bont,79.0,121.0,101,202,Temuera Morrison,673,48068396,Action,Jason Patric,Speed 2: Cruise Control,60573,2027,Lois Chiles,0,248,English,USA,PG-13,160000000,1997,368,3.7,2.35,894
Gavin Hood,326.0,114.0,151,430,Moises Arias,11000,61656849,Action,Harrison Ford,Ender's Game,184561,12908,Aramis Knight,4,554,English,USA,PG-13,110000000,2013,635,6.7,2.35,123000
Len Wiseman,354.0,129.0,235,297,Jonathan Sadowski,13000,134520804,Action,Bruce Willis,Live Free or Die Hard,336235,13961,Cyril Raffaelli,1,782,English,USA,PG-13,110000000,2007,300,7.2,2.35,0
Frank Coraci,188.0,120.0,153,447,Steve Coogan,1000,24004159,Action,Jim Broadbent,Around the World in 80 Days,68720,3175,C�cile De France,0,191,English,USA,PG,110000000,2004,1000,5.8,2.35,0
Bo Welch,109.0,82.0,34,434,Kelly Preston,760,100446895,Adventure,Sean Hayes,The Cat in the Hat,36033,2762,Spencer Breslin,1,456,English,USA,PG,109000000,2003,743,3.8,1.85,946
Alex Proyas,225.0,115.0,295,466,Bruce Greenwood,10000,144795350,Action,Will Smith,"I, Robot",387632,12068,Chi McBride,1,789,English,USA,PG-13,120000000,2004,981,7.1,2.35,0
Rob Minkoff,101.0,84.0,50,692,Nathan Lane,979,140015224,Adventure,Chazz Palminteri,Stuart Little,94172,3382,Jeffrey Jones,0,179,English,Germany,PG,133000000,1999,886,5.9,1.85,0
Ron Clements,228.0,97.0,63,525,Jenifer Lewis,852,104374107,Animation,Oprah Winfrey,The Princess and the Frog,89351,2480,Anika Noni Rose,0,214,English,USA,G,105000000,2009,578,7.1,1.85,5000
Peter Chelsom,62.0,104.0,23,591,Warren Beatty,752,6712451,Comedy,Del Zamora,Town & Country,4102,3133,Garry Shandling,0,89,English,New Line,R,90000000,2001,631,4.4,1.85,53
Dominic Sena,175.0,127.0,57,3000,Angelina Jolie Pitt,12000,101643008,Action,Nicolas Cage,Gone in Sixty Seconds,218341,29069,Robert Duvall,1,498,English,USA,PG-13,90000000,2000,11000,6.5,2.35,0
Steven Spielberg,252.0,145.0,14000,533,Frank Grillo,10000,132014112,Action,Tom Cruise,Minority Report,399651,12546,Jessica Capshaw,0,1331,English,USA,PG-13,102000000,2002,798,7.7,2.35,0
Martin Campbell,400.0,144.0,258,834,Tobias Menzies,6000,167007184,Action,Eva Green,Casino Royale,470483,9125,Ivana Milicevic,1,2301,English,UK,PG-13,150000000,2006,1000,8.0,2.35,0
Tim Burton,230.0,119.0,13000,567,Estella Warren,1000,180011740,Action,Cary-Hiroyuki Tagawa,Planet of the Apes,177725,2776,Erick Avari,0,1368,English,USA,PG-13,100000000,2001,658,5.7,2.35,0
Tony Scott,267.0,106.0,12000,385,Ramon Rodriguez,18000,65452312,Action,Denzel Washington,The Taking of Pelham 1 2 3,149998,19906,Michael Rispoli,1,285,English,USA,R,100000000,2009,464,6.4,2.35,0
Paul Weitz,180.0,98.0,80,708,Blythe Danner,22000,148383780,Comedy,Robert De Niro,Little Fockers,85531,24082,Teri Polo,10,152,English,USA,PG-13,100000000,2010,713,5.5,1.85,0
Adam McKay,265.0,116.0,285,107,Will Ferrell,12000,119219978,Action,Dwayne Johnson,The Other Guys,189806,20233,Derek Jeter,2,316,English,USA,PG-13,100000000,2010,8000,6.7,2.35,16000
Chuck Russell,81.0,115.0,55,383,James Coburn,1000,101228120,Action,Vanessa Williams,Eraser,84424,3454,Roma Maffia,1,131,English,USA,R,100000000,1996,773,6.1,2.35,0
Quentin Tarantino,765.0,165.0,16000,265,Christoph Waltz,29000,162804648,Drama,Leonardo DiCaprio,Django Unchained,955174,40978,Ato Essandoh,1,1193,English,USA,R,100000000,2012,11000,8.5,2.35,199000
Gary Trousdale,80.0,91.0,21,542,Jason Alexander,2000,100117603,Animation,Demi Moore,The Hunchback of Notre Dame,102933,4842,Bill Fagerbakke,0,230,English,USA,G,100000000,1996,700,6.9,1.78,0
Mark Dindal,141.0,78.0,10,253,Wendie Malick,558,89296573,Adventure,Eartha Kitt,The Emperor's New Groove,128285,2039,John Fiedler,1,297,English,USA,G,100000000,2000,452,7.3,1.66,0
Simon West,383.0,103.0,165,13000,Sylvester Stallone,26000,85017401,Action,Jason Statham,The Expendables 2,246803,57881,Bruce Willis,3,474,English,USA,R,92000000,2012,13000,6.7,2.35,108000
Jon Turteltaub,193.0,131.0,226,341,Armando Riesco,12000,173005002,Action,Nicolas Cage,National Treasure,255447,13679,Annie Parisse,0,692,English,USA,PG,100000000,2004,625,6.9,2.35,0
Stefen Fangmeier,170.0,104.0,14,203,Ed Speleers,3000,75030163,Action,Djimon Hounsou,Eragon,108076,4487,Gary Lewis,0,1690,English,USA,PG,100000000,2006,762,5.1,2.35,0
Chris Wedge,203.0,102.0,77,120,Emma Kenney,14000,107515297,Adventure,Josh Hutcherson,Epic,85833,14552,Troy Evans,2,113,English,USA,PG,100000000,2013,151,6.7,2.35,17000
Florian Henckel von Donnersmarck,321.0,103.0,207,3000,Angelina Jolie Pitt,40000,67631157,Action,Johnny Depp,The Tourist,176598,55175,Rufus Sewell,0,374,English,USA,PG-13,100000000,2010,11000,6.0,2.35,25000
Edward Zwick,166.0,143.0,380,452,Djimon Hounsou,29000,57366262,Adventure,Leonardo DiCaprio,Blood Diamond,400292,33160,Stephen Collins,0,657,English,Germany,R,100000000,2006,3000,8.0,2.35,14000
Martin Scorsese,606.0,240.0,17000,4000,Matthew McConaughey,29000,116866727,Biography,Leonardo DiCaprio,The Wolf of Wall Street,780588,46057,Jon Favreau,3,1138,English,USA,R,100000000,2013,11000,8.2,2.35,138000
Joel Schumacher,144.0,121.0,541,680,Rene Auberjonois,920,184031112,Action,Michael Gough,Batman Forever,190786,2880,Debi Mazar,4,539,English,USA,PG-13,100000000,1995,710,5.4,1.85,0
Paul Verhoeven,192.0,129.0,719,423,Patrick Muldoon,660,54700065,Action,Jake Busey,Starship Troopers,221521,2031,Seth Gilliam,0,1049,English,USA,R,105000000,1997,475,7.2,1.85,0
Tom Tykwer,511.0,172.0,670,1000,Jim Sturgess,15000,27098580,Drama,Tom Hanks,Cloud Atlas,284825,22686,Jim Broadbent,5,828,English,Germany,R,102000000,2012,5000,7.5,2.35,124000
Pitof,212.0,87.0,26,566,Christopher Heyerdahl,827,40198710,Action,Frances Conroy,Catwoman,87451,3144,Alex Borstein,0,660,English,USA,PG-13,100000000,2004,825,3.3,2.35,0
Brett Ratner,245.0,101.0,420,467,Rufus Sewell,12000,72660029,Action,Dwayne Johnson,Hercules,115687,16235,Ingrid Bols� Berdal,0,269,English,USA,PG-13,100000000,2014,3000,6.0,2.35,21000
Ron Clements,127.0,95.0,63,720,Martin Short,23000,38120554,Adventure,Joseph Gordon-Levitt,Treasure Planet,71527,26940,Michael Wincott,0,217,English,USA,PG,140000000,2002,770,7.1,1.5,0
Brad Silberling,167.0,102.0,52,526,Anna Friel,8000,49392095,Adventure,Will Ferrell,Land of the Lost,52029,10552,Bobb'e J. Thompson,1,224,English,USA,PG-13,100000000,2009,735,5.4,1.85,0
Patrick Hughes,320.0,131.0,385,11000,Sylvester Stallone,26000,39292022,Action,Jason Statham,The Expendables 3,127258,52610,Harrison Ford,15,351,English,USA,PG-13,90000000,2014,13000,6.1,2.35,56000
Ericson Core,163.0,114.0,19,848,Edgar Ram�rez,1000,28772222,Action,Ray Winstone,Point Break,33953,3962,Delroy Lindo,1,163,English,USA,PG-13,105000000,2015,897,5.3,2.35,37000
Lawrence Guterman,78.0,94.0,6,227,Traylor Howard,490,17010646,Comedy,Jamie Kennedy,Son of the Mask,40751,1195,Ben Stein,0,239,English,USA,PG,84000000,2005,294,2.2,1.85,881
Ron Howard,289.0,122.0,2000,571,Benjamin Walker,26000,24985612,Action,Chris Hemsworth,In the Heart of the Sea,71782,28328,Frank Dillane,0,161,English,USA,PG-13,100000000,2015,911,7.0,1.85,27000
Ron Underwood,66.0,95.0,31,683,Randy Quaid,3000,4411102,Action,Rosario Dawson,The Adventures of Pluto Nash,20295,6161,Burt Young,1,164,English,USA,PG-13,100000000,2002,695,3.8,1.85,416
Paul Greengrass,266.0,115.0,521,95,Sean Huze,13000,35024475,Action,Matt Damon,Green Zone,110364,13761,Igal Naor,1,261,English,France,R,100000000,2010,537,6.9,2.35,0
Steve Martino,208.0,88.0,20,36,Venus Schultheis,144,130174897,Adventure,Francesca Capaldi,The Peanuts Movie,27918,309,Bill Melendez,0,155,English,USA,G,99000000,2015,42,7.2,1.85,33000
David Mamet,97.0,110.0,342,393,Felicity Huffman,623,10200000,Drama,Ben Gazzara,The Spanish Prisoner,18697,1722,Campbell Scott,0,263,English,USA,PG,10000000,1997,508,7.3,1.85,578
Stephen Sommers,202.0,130.0,208,591,Brendan Fraser,12000,202007640,Action,Dwayne Johnson,The Mummy Returns,248045,15972,Patricia Velasquez,5,890,English,USA,PG-13,98000000,2001,3000,6.3,2.35,0
Martin Scorsese,233.0,216.0,17000,1000,Liam Neeson,29000,77679638,Crime,Leonardo DiCaprio,Gangs of New York,314033,47657,Jim Broadbent,3,1166,English,USA,R,100000000,2002,14000,7.5,2.35,0
Yimou Zhang,136.0,146.0,611,28,Ni Ni,23000,9213,Drama,Christian Bale,The Flowers of War,38690,23240,Shigeo Kobayashi,2,130,Mandarin,China,R,94000000,2011,196,7.6,2.35,13000
Ash Brannon,154.0,85.0,9,970,Zooey Deschanel,12000,58867694,Animation,Jeff Bridges,Surf's Up,54077,25590,Jon Heder,0,112,English,USA,PG,100000000,2007,11000,6.8,1.85,0
